44.95553,-93.27557
44.95554,-93.27658
44.95554,-93.27788
44.95554,-93.27866
44.95554,-93.27881
44.95554,-93.27894
44.95554,-93.2792
44.95554,-93.27963
44.95554,-93.28047
44.95554,-93.28131
44.95554,-93.28295
44.95554,-93.28416
44.95554,-93.28423
44.95554,-93.2855
44.95554,-93.28612
44.95554,-93.28678
44.95554,-93.28749
44.95554,-93.28805
44.9559,-93.28805
44.95554,-93.28805
44.95374,-93.28806
44.95195,-93.28807
44.95195,-93.28682
44.9505,-93.28683
44.95037,-93.28684
44.95031,-93.28684
44.95023,-93.28684
44.95018,-93.28685
44.95006,-93.28684
44.94975,-93.28681
44.94975,-93.28716
44.94975,-93.28722
44.94974,-93.28726
44.94972,-93.28731
44.9497,-93.28734
44.94968,-93.28736
44.94965,-93.28737
44.94961,-93.28739
44.94956,-93.28739
44.94913,-93.28741
44.94903,-93.28742
44.94902,-93.28767
44.94903,-93.28742
44.94866,-93.28744
44.9486,-93.28744
44.94837,-93.28744
44.94836,-93.2881
44.94868,-93.2881
44.94836,-93.2881
44.94793,-93.28811
44.94783,-93.28811
44.94793,-93.28811
44.94836,-93.2881
44.94836,-93.28882
44.94836,-93.28897
44.94836,-93.28938
44.94836,-93.28987
44.94836,-93.29026
44.94835,-93.29065
44.94836,-93.29192
44.94835,-93.29251
44.94837,-93.29255
44.94838,-93.29258
44.94839,-93.29268
44.9484,-93.29283
44.94849,-93.29315
44.94869,-93.29337
44.94889,-93.2936
44.94897,-93.29382
44.94915,-93.29447
44.94919,-93.29477
44.94925,-93.29574
44.94926,-93.29703
44.94908,-93.29703
44.94893,-93.29704
44.94867,-93.29704
44.94893,-93.29704
44.94908,-93.29703
44.94926,-93.29703
44.94926,-93.29765
44.94925,-93.29776
44.94925,-93.29827
44.94952,-93.29827
